id,numeric_id,name,city,name_with_city,latitude,longitude,operators,total_lines,tram_lines,bus_lines,train_lines,s_bahn_lines
de:14628:1371,33001371,Grumbacher Straße,Kesselsdorf,Kesselsdorf Grumbacher Straße,51.032536,13.586345,RVSOE,1,,,,
de:14628:1378,33001378,Inselallee,Kesselsdorf,Kesselsdorf Inselallee,51.039738,13.586318,RVSOE,1,,,,
de:14628:1375,33001375,Steinbacher Weg,Kesselsdorf,Kesselsdorf Steinbacher Weg,51.034688,13.600044,RVSOE,2,,,,
de:14628:1377,33001377,Straße des Friedens,Kesselsdorf,Kesselsdorf Straße des Friedens,51.032214,13.589741,RVSOE,3,,162,,
de:14628:1374,33001374,Unkersdorfer Straße,Kesselsdorf,Kesselsdorf Unkersdorfer Straße,51.036372,13.58674,RVSOE,3,,162,,
de:14628:1379,33001379,Zur Alten Poststr.,Kesselsdorf,Kesselsdorf Zur Alten Poststr.,51.031841,13.583183,,0,,,,
de:14627:4758,33004758,Kettewitz,Kettewitz,Kettewitz Kettewitz,51.108733,13.442614,VGM,5,,,,
de:14625:6938,33006938,Dorf,Keula (b Hoyerswerda),Keula (b Hoyerswerda) Dorf,51.390817,14.243418,RBO|SchmidtSchwarz GmbH & CO. KG,3,,,,
de:14625:6439,33006439,Abzw Kindisch,Kindisch,Kindisch Abzw Kindisch,51.19266,14.135844,RBO,1,,,,
de:14628:1790,33001790,Bahnhof,Kipsdorf Kurort,Kipsdorf Kurort Bahnhof,50.806852,13.676832,RVSOE|SDG,3,,,,
de:14627:4994,33004994,Klappendorf,Klappendorf,Klappendorf Klappendorf,51.230206,13.332867,VGM,4,,,,
de:14628:1029,33001029,Abzweig nach Kleba,Kleba (Sachsen),Kleba (Sachsen) Abzweig nach Kleba,50.964338,13.753126,RVSOE,1,,356,,
de:14625:6860,33006860,Klein Partwitz,Klein Partwitz,Klein Partwitz Klein Partwitz,51.517008,14.18942,RBO,2,,,,
de:14625:6861,33006861,Siedlung Wendeschleife,Klein Partwitz,Klein Partwitz Siedlung Wendeschleife,51.51987,14.176556,RBO,2,,,,
de:14625:6031,33006031,Feuerwehr,Kleindittmannsdorf,Kleindittmannsdorf Feuerwehr,51.175987,13.931963,RBO,2,,,,
de:14628:3603,33003603,Forstmühle,Kleingießhübel,Kleingießhübel Forstmühle,50.872679,14.143309,RVSOE,2,,,,
de:14628:3600,33003600,Krippenstraße,Kleingießhübel,Kleingießhübel Krippenstraße,50.880887,14.158904,RVSOE,2,,,,
de:14628:3601,33003601,Rölligmühle,Kleingießhübel,Kleingießhübel Rölligmühle,50.87646,14.153236,RVSOE,4,,,,
de:14628:3602,33003602,Wendeplatz,Kleingießhübel,Kleingießhübel Wendeplatz,50.87425,14.160503,RVSOE,4,,,,
de:14628:3580,33003580,Hauptstraße,Kleinhennersdorf,Kleinhennersdorf Hauptstraße,50.906527,14.144962,RVSOE,4,,,,
de:14628:3581,33003581,Wendeplatz,Kleinhennersdorf,Kleinhennersdorf Wendeplatz,50.908708,14.140686,RVSOE,4,,,,
de:14625:7166,33007166,Kleinhänchen,Kleinhänchen,Kleinhänchen Kleinhänchen,51.205083,14.234614,RBO|SchmidtSchwarz GmbH & CO. KG,3,,,,
de:14627:4511,33004511,Kleinkagen,Kleinkagen,Kleinkagen Kleinkagen,51.169803,13.376184,VGM,5,,,,
de:14627:5473,33005473,Am Eichberg,Kleinnaundorf (Thiendorf),Kleinnaundorf (Thiendorf) Am Eichberg,51.244655,13.785052,VGM,1,,,,
de:14627:5465,33005465,Feldmühle,Kleinnaundorf (Thiendorf),Kleinnaundorf (Thiendorf) Feldmühle,51.249114,13.780498,VGM,1,,,,
de:14627:5474,33005474,Zum Springbach,Kleinnaundorf (Thiendorf),Kleinnaundorf (Thiendorf) Zum Springbach,51.245409,13.789966,VGM,1,,,,
de:14628:1228,33001228,Abzweig Fördergersdorf,Kleinopitz,Kleinopitz Abzweig Fördergersdorf,51.000539,13.571406,RVSOE,1,,,,
de:14628:1398,33001398,Kreuzstraße,Kleinopitz,Kleinopitz Kreuzstraße,51.00622,13.590073,RVSOE,3,,164,,
