Nummer;Name mit Ort;Name ohne Ort;Ort;Tarifzone 1 ;Tarifzone 2;Tarifzone 3;WGS84_X;WGS84_Y
de:14628:1058;Hänichen Käferbergstraße;Käferbergstraße;Hänichen;0613;;;13,715398;50,975481
de:14628:1059;Hänichen Am Käferberg;Am Käferberg;Hänichen;0612;;;13,715282;50,975815
de:14628:1060;Hänichen Wilischblick;Wilischblick;Hänichen;0613;;;13,721385;50,979897
de:14628:1061;Hänichen Pulverweg;Pulverweg;Hänichen;0612;;;13,717567;50,979081
de:14628:1062;Bannewitz Neues Leben;Neues Leben;Bannewitz;0612;;;13,710701;50,990653
de:14628:1063;Bannewitz Bahnhofstraße;Bahnhofstraße;Bannewitz;0612;;;13,713671;50,983112
de:14628:1064;Bannewitz Wietzendorfer Str;Wietzendorfer Str;Bannewitz;0612;;;13,720007;50,995775
de:14628:1065;Bannewitz Bräunlinger Straße;Bräunlinger Straße;Bannewitz;0612;;;13,718982;50,994657
de:14628:1066;Bannewitz Winckelmannstraße;Winckelmannstraße;Bannewitz;0612;;;13,725180;51,00005
de:14628:1067;Bannewitz Nöthnitz Am Schloß;Nöthnitz Am Schloß;Bannewitz;0612;;;13,727311;51,003344
de:14628:1068;Rippien Nöthnitzer Straße;Nöthnitzer Straße;Rippien;0613;;;13,734847;50,983842
de:14628:1069;Rippien Dorfplatz;Dorfplatz;Rippien;0613;;;13,733447;50,981813
de:14628:1070;Bannewitz Boderitzer Straße;Boderitzer Straße;Bannewitz;0612;;;13,720051;50,998525
de:14628:1071;Bannewitz Neubannewitz;Neubannewitz;Bannewitz;0612;;;13,697837;50,99138
de:14628:1072;Bannewitz Nöthnitz;Nöthnitz;Bannewitz;0103;0612;;13,727889;51,004316
de:14628:1073;Bannewitz Siedlung;Siedlung;Bannewitz;0612;;;13,706724;50,989794
de:14628:1074;Bannewitz Welschhufe;Welschhufe;Bannewitz;0612;;;13,714857;50,982834
de:14628:1075;Bannewitz Wendeplatz;Wendeplatz;Bannewitz;0612;;;13,712469;50,991849
de:14628:1076;Bannewitz Windbergstraße;Windbergstraße;Bannewitz;0612;;;13,717628;50,993859
de:14628:1077;Bannewitz Kirchplatz;Kirchplatz;Bannewitz;0612;;;13,722251;50,994825
de:14628:1078;Bannewitz Eutschützer Str;Eutschützer Straße;Bannewitz;0612;;;13,726347;50,994261
de:14628:1079;Bannewitz Rosentitzer Str;Rosentitzer Straße;Bannewitz;0612;;;13,728953;50,994231
de:14628:1080;Boderitz Cunnersdorfer Str;Cunnersdorfer Str;Boderitz (Bannewitz);0612;;;13,714592;51,001132
de:14628:1081;Bannewitz EKZ An der Zschauke;EKZ An der Zschauke;Bannewitz;0612;;;13,719011;51,00006
de:14628:1082;Bannewitz An der Zschauke;An der Zschauke;Bannewitz;0612;;;13,717358;50,999284
de:14628:1083;Bannewitz Friedhof;Friedhof;Bannewitz;0612;;;13,720486;50,99717
de:14628:1084;Bannewitz Carl-Behrens-Straße;Carl-Behrens-Straße;Bannewitz;0612;;;13,716001;50,993011
de:14628:1085;Cunnersdorf Freitaler Str;Freitaler Straße;Cunnersdorf (Bannew);0612;;;13,706531;51,001214
de:14628:1086;Cunnersdorf Marienschacht;Marienschacht;Cunnersdorf (Bannew);0612;;;13,701855;50,996077
de:14628:1087;Bannewitz Nöthnitzer Hang;Nöthnitzer Hang;Bannewitz;0612;;;13,730568;51,005876
de:14628:1090;Pesterwitz Dorfplatz;Dorfplatz Pesterwitz;Pesterwitz;0610;0100;;13,653745;51,027648
de:14628:1091;Pesterwitz;Pesterwitz;Pesterwitz;0610;0100;;13,651984;51,028617
de:14628:1092;Pesterwitz Mittelweg;Mittelweg;Pesterwitz;0610;0100;;13,664090;51,031115
de:14628:1093;Pesterwitz Zum Weinberg;Zum Weinberg;Pesterwitz;0610;0100;;13,655288;51,028147
de:14628:1094;Pesterwitz Obere Straße;Obere Straße;Pesterwitz;0610;0100;;13,648914;51,029289
de:14628:1098;Pesterwitz Freitaler Straße;Freitaler Straße;Pesterwitz;0610;0100;;13,653454;51,020667
de:14628:1099;Pesterwitz Siedlerstraße;Siedlerstraße;Pesterwitz;0610;0100;;13,653926;51,024715
de:14628:1101;Freital Platz des Friedens;Platz des Friedens;Freital;0611;;;13,657552;51,006882
de:14628:1102;Freital S-Bf. Potschappel;S-Bf. Potschappel;Freital;0611;;;13,662302;51,013017
de:14628:1103;Freital Fichtestraße;Fichtestraße;Freital;0611;;;13,666879;51,015064
de:14628:1107;Freital Schafberg;Schafberg;Freital;0610;;;13,622361;51,024133
de:14628:1108;Freital Turnerstraße;Turnerstraße;Freital;0611;;;13,660989;51,009781
de:14628:1110;Freital Oberpesterwitzer Str.;Oberpesterwitzer Str;Freital;0611;;;13,662070;51,015295
de:14628:1111;Freital Burgwartstraße;Burgwartstraße;Freital;0611;;;13,657556;51,016186
de:14628:1112;Freital Burgwartschänke;Burgwartschänke;Freital;0611;;;13,649909;51,015962
de:14628:1113;Freital Abzweig Pesterwitz;Abzweig Pesterwitz;Freital;0611;;;13,640598;51,019473
de:14628:1114;Freital Saalhausener Straße;Saalhausener Straße;Freital;0611;;;13,639585;51,018211
de:14628:1115;Freital Kohlsdorfer Straße;Kohlsdorfer Straße;Freital;0611;;;13,638465;51,019188
de:14628:1116;FTL Wurgwitz Braunsdorfer Str.;Braunsdorfer Straße;Freital;0610;;;13,602531;51,021988
de:14628:1117;Freital Wurgwitz Zöllmener Str;Zöllmener Straße;Freital;0610;;;13,629068;51,025972
de:14628:1118;Freital Gustav-Klimpel-Straße;Gustav-Klimpel-Straße;Freital;0610;;;13,633911;51,02265
de:14628:1119;FTL Zauckerode Am Pulverturm;Am Pulverturm;Freital;0611;;;13,640906;51,010821
de:14628:1120;Freital Kleinn. Birkenwäldchen;Kleinnaundorf Birkenwäldchen;Freital;0612;;;13,678626;50,998211
de:14628:1121;Freital Kleinnaundorf Am Segen;Kleinnaundorf Am Segen;Freital;0612;;;13,682474;50,990784
de:14628:1122;Freital Kleinnaund. Hoher Plan;Kleinnaundorf Hoher Plan;Freital;0612;;;13,693570;50,991172
de:14628:1124;FTL Kleinn. Reiboldschachtring;Reiboldschachtring;Freital;0612;;;13,683624;51,001304
de:14628:1125;Freital Kleinnaundorf Saarstr.;Kleinnaundorf Saarstraße;Freital;0612;;;13,695078;50,992292
de:14628:1126;Freital Kleinnaund. Steigerstr;Kleinnaundorf Steigerstraße;Freital;0100;0612;;13,690726;50,994432
de:14628:1127;Freital Körnerstraße;Körnerstraße;Freital;0610;;;13,652816;50,995118
de:14628:1128;Freital Mühlenstraße;Mühlenstraße;Freital;0610;;;13,649868;50,993928
de:14628:1129;Freital Krönertstraße;Krönertstraße;Freital;0610;;;13,647265;50,992842
de:14628:1130;Freital Wilsdruffer Straße;Wilsdruffer Straße;Freital;0611;;;13,646478;51,014068
de:14628:1132;FTL Wurgw Edelsteinschleiferei;Edelsteinschleiferei;Freital;0610;;;13,625849;51,022394
de:14628:1133;Freital Wurgwitz Schule;Schule;Freital;0610;;;13,621909;51,020588
de:14628:1134;Freital Wurgwitz Unterstraße;Unterstraße;Freital;0610;;;13,615410;51,022233
de:14628:1135;Freital Wurgwitz Oberstraße;Oberstraße;Freital;0610;;;13,614526;51,021805
de:14628:1136;Freital Kleinnaundorf Meßweg;Kleinnaundorf Meßweg;Freital;0100;0612;;13,687909;50,997286
de:14628:1137;Freital Burgker Straße;Burgker Straße;Freital;0100;0612;;13,685660;51,002811
de:14628:1138;Freital Kleinnaundorf Schule;Kleinnaundorf Schule;Freital;0100;0612;;13,689813;50,995973
de:14628:1139;Freital Birkigt Schule;Birkigt Schule;Freital;0611;;;13,678435;51,010683
de:14628:1140;Freital Potschappel Friedhof;Potschappel Friedhof;Freital;0611;;;13,650491;51,012681
de:14628:1141;FTL Zauckerode Ambulatorium;Ambulatorium;Freital;0611;;;13,636359;51,014831
de:14628:1142;FTL Zauckerode Kindergarten;Kindergarten;Freital;0611;;;13,632496;51,017258
de:14628:1143;Freital Saalhausen Wendeplatz;Saalhausen Wendeplatz;Freital;0611;;;13,617655;51,011801
de:14628:1144;Freital Auenstraße;Auenstraße;Freital;0611;;;13,667459;51,012179
de:14628:1145;Freital Gitterseer Straße;Gitterseer Straße;Freital;0611;;;13,674393;51,012799
de:14628:1146;Freital Finkenmühlenstraße;Finkenmühlenstraße;Freital;0611;;;13,676581;51,012202
de:14628:1147;Freital Birkigt Zur Schicht;Birkigt Zur Schicht;Freital;0611;;;13,674821;51,007273
de:14628:1148;Freital Am Dathepark;Am Dathepark;Freital;0610;;;13,667126;51,002484
de:14628:1149;Freital Burgk Schule;Burgk Schule;Freital;0610;;;13,676871;51,000888
de:14628:1151;Freital Döhlen Mittelweg;Döhlen Mittelweg;Freital;0610;;;13,633002;51,004881
de:14628:1152;Freital Döhlen Daubenbergweg;Daubenbergweg;Freital;0610;;;13,626338;51,003779
de:14628:1153;Freital Weißig Schulstraße;Weißig Schulstraße;Freital;0610;;;13,616469;51,002684
de:14628:1154;Freital Weißig Deubener Weg;Weißig Deubener Weg;Freital;0610;;;13,610158;50,999418
de:14628:1155;Freital Weißig Wendeplatz;Weißig Wendeplatz;Freital;0610;;;13,603874;50,998138
de:14628:1156;Freital Platz der Jugend;Platz der Jugend;Freital;0611;;;13,663651;51,011676
de:14628:1157;Freital Schreberstraße;Schreberstraße;Freital;0611;;;13,670763;51,013687
de:14628:1158;Freital Hüttenstraße;Hüttenstraße;Freital;0610;;;13,648953;51,00347
de:14628:1159;Freital Döhlen Am Langen Rain;Döhlen Am Langen Rain;Freital;0610;;;13,645257;51,005743
de:14628:1160;Freital Schachtstraße;Schachtstraße;Freital;0611;;;13,653265;51,002528
de:14628:1161;Freital Neumarkt;Neumarkt;Freital;0611;;;13,650495;51,000374
de:14628:1162;Freital Bahnhof Deuben;Bahnhof Deuben;Freital;0611;;;13,647072;50,999056
de:14628:1163;Freital Lutherstraße;Lutherstraße;Freital;0610;;;13,649826;51,006793
de:14628:1164;Freital Wehrstraße;Wehrstraße;Freital;0610;;;13,645759;50,994562
de:14628:1166;Freital Bürgerstraße;Bürgerstraße;Freital;0610;;;13,643064;50,991256
de:14628:1167;Freital S-Bf. Hainsberg;S-Bf. Hainsberg;Freital;0610;;;13,638359;50,988292
de:14628:1168;Freital Wehrstraße (Schule);Wehrstraße (Schule);Freital;0610;;;13,646860;50,993072
de:14628:1169;Freital Auf der Scheibe;Auf der Scheibe;Freital;0610;;;13,629766;50,976393
de:14628:1170;Freital Turnergäßchen;Turnergäßchen;Freital;0610;;;13,635719;50,985318
de:14628:1171;Freital Am Bäckerberg;Am Bäckerberg;Freital;0610;;;13,633334;50,987967
de:14628:1172;Freital Bergstraße;Bergstraße;Freital;0610;;;13,636270;50,991675
de:14628:1173;Freital Pfaffengrund;Pfaffengrund;Freital;0610;;;13,637717;50,995969
de:14628:1174;Freital Rabenauer Straße;Rabenauer Straße;Freital;0610;;;13,630584;50,981443
de:14628:1175;Freital Hp Coßmannsdorf;Hp Coßmannsdorf;Freital;0610;;;13,624651;50,976698
de:14628:1176;Freital S-Bf. Hainsberg West;S-Bf. Hainsberg West;Freital;0610;;;13,621760;50,981188
de:14628:1177;Freital Coßmannsdorf Schule;Coßmannsdorf Schule;Freital;0610;;;13,622143;50,978297
de:14628:1178;Freital Weißeritzpark;Weißeritzpark;Freital;0610;;;13,621700;50,974564
de:14628:1179;Eckersdorf Gasthof;Eckersdorf Gasthof;Freital;0610;;;13,631617;50,974749
de:14628:1180;Freital Alter Berg;Alter Berg;Freital;0610;;;13,613676;50,976392
de:14628:1181;Somsdorf In der Tilke;In der Tilke;Somsdorf;0610;;;13,610174;50,975595
de:14628:1182;Somsdorf Gasthof;Somsdorf Gasthof;Somsdorf;0610;;;13,604750;50,975643
de:14628:1183;Somsdorf Am Graben;Somsdorf Am Graben;Somsdorf;0610;;;13,602403;50,974875
de:14628:1184;Freital Zur Hoffnung;Zur Hoffnung;Freital;0610;;;13,660498;50,991225
de:14628:1187;Freital Burgk Zschiedge;Burgk Zschiedge;Freital;0610;;;13,682879;51,00313
de:14628:1188;Freital Am Windberg;Am Windberg;Freital;0610;;;13,670356;50,999606
de:14628:1189;Freital Windbergallee;Windbergallee;Freital;0610;;;13,663609;51,00453
de:14628:1190;Freital Sachsenplatz;Sachsenplatz;Freital;0610;;;13,650456;50,996464
de:14628:1191;Freital Hexenberg;Hexenberg;Freital;0610;;;13,656370;50,992928
de:14628:1192;Freital Rudeltstraße;Rudeltstraße;Freital;0610;;;13,665123;50,989523
de:14628:1193;Niederhäslich Dorfplatz;Niederhäslich Dorfplatz;Freital;0610;;;13,669187;50,987667
de:14628:1194;Niederhäslich Raschelberg;Niederhäslich Raschelberg;Freital;0610;;;13,659829;50,988465
de:14628:1195;Niederhäslich Tanzschule;Niederhäslich Tanzschule;Freital;0610;;;13,675839;50,986115
de:14628:1196;Niederhäslich Bergmannsweg;Niederhäslich Bergmannsweg;Freital;0610;;;13,686410;50,984605
de:14628:1197;Niederhäslich Waldblick;Niederhäslich Waldblick;Freital;0610;;;13,662910;50,985788
de:14628:1198;Niederhäslich W-Müller-Str;Niederhäslich W-Müller-Straße;Freital;0610;;;13,656948;50,990736
de:14628:1199;Freital Am Lohberg;Am Lohberg;Freital;0610;;;13,653848;50,994897
de:14628:1200;Tharandt Bahnhof;Bahnhof;Tharandt;0616;;;13,591448;50,983062
de:14628:1201;Tharandt Ärztehaus;Ärztehaus;Tharandt;0616;;;13,580295;50,985083
de:14628:1202;Tharandt Markt;Markt;Tharandt;0616;;;13,580734;50,984169
de:14628:1203;Tharandt Talmühlenstraße;Talmühlenstraße;Tharandt;0616;;;13,577995;50,987416
de:14628:1204;Tharandt Siedlung;Siedlung;Tharandt;0616;;;13,575073;50,994494
de:14628:1205;Tharandt Fördergersd. Str;Fördergersdorfer Straße;Tharandt;0616;;;13,572383;50,989074
de:14628:1206;Tharandt Pienner Straße;Pienner Straße;Tharandt;0616;;;13,582559;50,973779
de:14628:1207;Tharandt Herberge;Herberge;Tharandt;0616;;;13,580470;50,956718
de:14628:1209;Großopitz Abzw. Großopitz;Abzw. Großopitz;Großopitz;0610;;;13,599380;50,997957
de:14628:1210;Tharandt Dresdner Straße;Dresdner Straße;Tharandt;0616;;;13,585643;50,983213
de:14628:1214;Kurort Hartha Talmühle;Talmühle;Kurort Hartha;0616;;;13,562844;50,984122
de:14628:1215;Kurort Hartha Buchenweg;Buchenweg;Kurort Hartha;0616;;;13,554377;50,981763
de:14628:1216;Kurort Hartha Kirchners Gastst;Kirchners Gaststätte;Kurort Hartha;0616;;;13,547353;50,982099
de:14628:1217;Kurort Hartha Lindenhof;Lindenhof;Kurort Hartha;0616;;;13,546178;50,977162
de:14628:1220;Kurort Hartha Kurplatz;Kurplatz;Kurort Hartha;0616;;;13,543184;50,98006
de:14628:1221;Kurort Hartha Genesungsheim;Genesungsheim;Kurort Hartha;0616;;;13,542512;50,983422
de:14628:1222;Spechtshausen Forstamt;Forstamt;Spechtshausen;0610;;;13,531698;50,986297
de:14628:1223;Spechtshausen Gasthaus;Gasthaus;Spechtshausen;0610;;;13,527055;50,98803
de:14628:1225;Fördergersd Az Spechtshsn;Abzw Spechtshausen;Fördergersdorf;0610;;;13,535452;50,995597
de:14628:1226;Fördergersdorf Gasthof;Gasthof;Fördergersdorf;0610;;;13,542577;50,995233
de:14628:1227;Fördergersdorf Niederdorf;Niederdorf;Fördergersdorf;0610;;;13,548878;50,994098
de:14628:1228;Kleinopitz Abzw Fördergersdorf;Abzw Fördergersdorf;Kleinopitz;0610;;;13,571403;51,000539
de:14628:1230;Pohrsdorf Gemeindeamt;Gemeindeamt;Pohrsdorf;0610;;;13,529257;50,998258
de:14628:1231;Pohrsdorf Wendeplatz;Wendeplatz;Pohrsdorf;0610;;;13,531201;51,002332
de:14628:1232;Pohrsdorf Az Fördergersdorf;Abzw Fördergersdorf;Pohrsdorf;0610;;;13,528374;50,995231
de:14628:1233;Pohrsdorf Sonnenlehne;Sonnenlehne;Pohrsdorf;0610;;;13,527227;50,991534
de:14628:1235;Kurort Hartha Az Spechtshsn;Abzw Spechtshausen;Kurort Hartha;0616;;;13,545759;50,980403
de:14628:1236;Kurort Hartha Waldhäuser;Waldhäuser;Kurort Hartha;0616;;;13,558324;50,977162
de:14628:1237;Kurort Hartha Siedlung;Siedlung;Kurort Hartha;0616;;;13,543250;50,973874
de:14628:1238;Kurort Hartha Zeisigweg;Zeisigweg;Kurort Hartha;0616;;;13,563723;50,980596
de:14628:1240;Grillenburg Hauptstraße;Hauptstraße;Grillenburg;0602;0616;;13,507530;50,953377
de:14628:1241;Grillenburg Frauensteiner Str;Frauensteiner Straße;Grillenburg;0602;0616;;13,502948;50,950317
de:14628:1243;Klingenberg Bahnhof;Bahnhof;Klingenberg (Sachs);0602;;;13,500378;50,925314
de:14628:1245;Klingenberg Z Weißeritztal/Wpl;Zum Weißeritztal / Wendeplatz;Klingenberg (Sachs);0602;;;13,533146;50,918712
de:14628:1246;Klingenberg Schule;Schule;Klingenberg (Sachs);0602;;;13,504896;50,923826
de:14628:1247;Klingenberg Abzw Dorfhain;Abzw Dorfhain;Klingenberg (Sachs);0602;;;13,520625;50,922022
de:14628:1254;Dorfhain Abzw Kleindorfhain;Abzw Kleindorfhain;Dorfhain;0602;;;13,566858;50,937116
de:14628:1255;Dorfhain Wendeplatz;Wendeplatz;Dorfhain;0602;;;13,569701;50,933634
de:14628:1256;Dorfhain Kleindorfhainer Str.;Kleindorfhainer Straße;Dorfhain;0602;;;13,557372;50,937225
de:14628:1257;Dorfhain Schulstraße;Schulstraße;Dorfhain;0602;;;13,563754;50,934065
de:14628:1258;Dorfhain Abzw Hosenmühle;Abzw nach Hosenmühle;Dorfhain;0602;;;13,545946;50,928603
de:14628:1260;Colmnitz Gemeindeamt;Gemeindeamt;Colmnitz (b Freital);0600;;;13,497567;50,907766
de:14628:1261;Colmnitz Untere Hauptstraße;Untere Hauptstraße;Colmnitz (b Freital);0600;;;13,479152;50,914393
de:14628:1262;Colmnitz Obere Hauptstraße;Obere Hauptstraße;Colmnitz (b Freital);0600;;;13,506170;50,903826
de:14628:1264;Colmnitz Az Pretzschendorf;Abzw Pretzschendorf;Colmnitz (b Freital);0600;;;13,512356;50,895538
de:14628:1270;Lübau;Lübau;Lübau;0603;0615;;13,621480;50,955185
de:14628:1274;Obernaundorf Abzw Rabenau;Abzw Rabenau;Obernaundorf;0610;;;13,659254;50,971132
de:14628:1275;Obernaundorf Gasthof;Gasthof;Obernaundorf;0610;;;13,665312;50,97252
de:14628:1276;Obernaundorf Wendeplatz;Wendeplatz;Obernaundorf;0610;;;13,676945;50,972543
de:14628:1280;Oelsa Polstermöbelindustrie;Polstermöbelindustrie;Oelsa (b Freital);0615;;;13,661983;50,953474
de:14628:1281;Oelsa Mitte;Mitte;Oelsa (b Freital);0615;;;13,666376;50,950139
de:14628:1282;Oelsa Gasthof;Gasthof;Oelsa (b Freital);0615;;;13,672099;50,944267
de:14628:1283;Karsdorf Wendeplatz;Wendeplatz;Karsdorf (b Freital);0615;;;13,691591;50,936723
de:14628:1284;Karsdorf Heidemühle;Heidemühle;Karsdorf (b Freital);0615;;;13,688611;50,934986
de:14628:1285;Karsdorf Campingplatz;Campingplatz;Karsdorf (b Freital);0615;;;13,691659;50,928415
de:14628:1286;Karsdorf B 170;B 170;Karsdorf (b Freital);0615;;;13,701290;50,943648
de:14628:1288;Oelsa Einkaufsmarkt;Einkaufsmarkt;Oelsa (b Freital);0615;;;13,661210;50,956937
de:14628:1291;Rabenau Waldfrieden;Waldfrieden;Rabenau (Sachs);0615;;;13,629042;50,96629
de:14628:1292;Rabenau Markt;Markt;Rabenau (Sachs);0615;;;13,641616;50,963552
de:14628:1293;Rabenau Obernaundorfer Straße;Obernaundorfer Straße;Rabenau (Sachs);0615;;;13,647004;50,966146
de:14628:1294;Rabenau Bahnhofstraße;Bahnhofstraße;Rabenau (Sachs);0615;;;13,644998;50,960969
de:14628:1295;Rabenau Bahnhof;Bahnhof;Rabenau (Sachs);0615;;;13,634972;50,963267
de:14628:1296;Rabenau Freitaler Straße;Freitaler Straße;Rabenau (Sachs);0615;;;13,638650;50,965841
de:14628:1297;Rabenau Abzw Spechtritz;Abzw Spechtritz;Rabenau (Sachs);0615;;;13,648270;50,961705
de:14628:1310;Spechtritz Hp;Hp;Spechtritz;0603;0615;;13,638760;50,952768
de:14628:1340;Grumbach Braunsdorfer Straße;Braunsdorfer Straße;Grumbach (Sachsen);0617;0619;;13,559307;51,018789
de:14628:1341;Grumbach Kirche;Kirche;Grumbach (Sachsen);0617;0619;;13,552990;51,025948
de:14628:1342;Grumbach Wendeplatz;Wendeplatz;Grumbach (Sachsen);0617;0619;;13,547867;51,031328
de:14628:1343;Grumbach Am Kalkofen;Am Kalkofen;Grumbach (Sachsen);0617;0619;;13,561392;51,010445
de:14628:1344;Grumbach Schule;Schule;Grumbach (Sachsen);0617;0619;;13,550673;51,029116
de:14628:1345;Grumbach Mühlweg;Mühlweg;Grumbach (Sachsen);0619;0617;;13,548130;51,034957
de:14628:1349;Herzogswalde Abzw Helbigsdorf;Abzw Helbigsdorf;Herzogswalde;0617;;;13,477918;51,014507
de:14628:1350;Herzogswalde Mitte;Mitte;Herzogswalde;0617;;;13,492635;51,012594
de:14628:1351;Herzogswalde Baumannheim;Baumannheim;Herzogswalde;0617;;;13,473817;51,011898
de:14628:1352;Mohorn Abzw nach Grund;Abzw nach Grund;Mohorn;0617;0979;;13,471249;51,007319
de:14628:1353;Grund;Grund;Grund (b Freital);0617;0979;;13,472626;50,996361
de:14628:1354;Mohorn Gasthof;Gasthof;Mohorn;0617;0979;;13,465275;51,004922
de:14628:1355;Mohorn Nossener Straße;Nossener Straße;Mohorn;0617;0979;;13,460470;51,001638
de:14628:1356;Mohorn Bahnhofstraße;Bahnhofstraße;Mohorn;0617;0979;;13,455575;50,999569
de:14628:1357;Mohorn Wendeplatz;Wendeplatz;Mohorn;0617;0979;;13,453093;50,994431
de:14628:1369;Kesselsdorf Am Wüsteberg;Am Wüsteberg;Kesselsdorf;0104;0618;;13,605670;51,033649
de:14628:1370;Kesselsdorf Freitaler Straße;Freitaler Straße;Kesselsdorf;0618;0619;;13,596484;51,031843
de:14628:1371;Kesselsdorf Grumbacher Straße;Grumbacher Straße;Kesselsdorf;0618;0619;;13,586343;51,032538
de:14628:1373;Kesselsdorf Frankenring;Frankenring;Kesselsdorf;0618;0619;;13,595450;51,03619
de:14628:1374;Kesselsdorf Unkersdorfer Str.;Unkersdorfer Str.;Kesselsdorf;0618;0619;;13,586745;51,036371
de:14628:1375;Kesselsdorf Steinbacher Weg;Steinbacher Weg;Kesselsdorf;0618;0619;;13,600046;51,034689
de:14628:1377;Kesselsdorf Str. des Friedens;Straße des Friedens;Kesselsdorf;0618;0619;;13,589739;51,032213
de:14628:1378;Kesselsdorf Inselallee;Inselallee;Kesselsdorf;0618;0619;;13,586318;51,039739
de:14628:1385;Oberhermsdorf Kreuzung;Kreuzung;Oberhermsdorf;0610;;;13,587096;51,018288
de:14628:1386;Oberhermsdorf Schule;Schule;Oberhermsdorf;0610;;;13,591934;51,020146
de:14628:1390;Braunsdorf Wendeplatz;Wendeplatz;Braunsdorf b Freital;0610;;;13,571644;51,016106
de:14628:1397;Kleinopitz Weißiger Straße;Weißiger Straße;Kleinopitz;0610;;;13,591470;51,003252
de:14628:1398;Kleinopitz Kreuzstraße;Kreuzstraße;Kleinopitz;0610;;;13,590075;51,00622
de:14628:1399;Kleinopitz Wendeplatz;Wendeplatz;Kleinopitz;0610;;;13,595510;51,006802
de:14628:1400;Dippoldiswalde Busbf.;Busbf.;Dippoldiswalde;0609;;;13,668487;50,895028
de:14628:1401;Dippoldiswalde Am Gymnasium;Am Gymnasium;Dippoldiswalde;0609;;;13,673643;50,904034
de:14628:1402;Dippoldiswalde Am Heidepark;Am Heidepark;Dippoldiswalde;0609;;;13,674744;50,906589
de:14628:1403;Dippoldiswalde N-Ostrowski-Str;N-Ostrowski-Straße;Dippoldiswalde;0609;;;13,671895;50,904455
de:14628:1404;Dippoldiswalde Talsperrenstr.;Talsperrenstraße;Dippoldiswalde;0609;;;13,664659;50,900513
de:14628:1405;Dippoldiswalde Querstraße;Querstraße;Dippoldiswalde;0609;;;13,669129;50,90186
de:14628:1407;Dippoldiswalde Hohe Straße;Hohe Straße;Dippoldiswalde;0609;;;13,676662;50,910113
de:14628:1408;Dippoldiswalde Wolframsd. Str;Wolframsdorfer Straße;Dippoldiswalde;0609;;;13,672539;50,885944
de:14628:1409;Dippoldiswalde Am Firstenweg;Am Firstenweg;Dippoldiswalde;0609;;;13,668342;50,889007
de:14628:1416;Dippoldiswalde Ahornweg;Ahornweg;Dippoldiswalde;0609;;;13,665220;50,887137
de:14628:1417;Dippoldiswalde Schillerstraße;Schillerstraße;Dippoldiswalde;0609;;;13,669114;50,884348
de:14628:1418;Dipp. Schwarzbachtalstraße;Schwarzbachtalstraße;Dippoldiswalde;0609;;;13,670405;50,885489
de:14628:1421;Dippoldiswalde Krankenhaus;Krankenhaus;Dippoldiswalde;0609;;;13,667697;50,900379
de:14628:1423;Dipp. Parksäle (Dr-Friedr-Str);Parksäle (Dr-Friedrichs-Str);Dippoldiswalde;0609;;;13,664460;50,898097
de:14628:1425;Dipp. Freiberger Str. (Museum);Freiberger Straße (Museum);Dippoldiswalde;0609;;;13,666603;50,892439
de:14628:1426;Dipp. Bahnhofstr./Töpfergasse;Bahnhofstraße/Töpfergasse;Dippoldiswalde;0609;;;13,665507;50,893587
de:14628:1427;Dipp. Weißeritzstr./Bahnhofstr;Weißeritzstr./Bahnhofstr;Dippoldiswalde;0609;;;13,665238;50,894032
de:14628:1428;Dipp. Weißeritzstr (Turnhalle);Weißeritzstraße (Turnhalle);Dippoldiswalde;0609;;;13,661995;50,896757
de:14628:1429;Dipp. Parksäle (Weißeritzstr.);Parksäle (Weißeritzstraße);Dippoldiswalde;0609;;;13,663665;50,898135
de:14628:1430;Dippoldiswalde Bahnhof;Bahnhof;Dippoldiswalde;0609;;;13,664621;50,891065
de:14628:1432;Dippoldiswalde A-Puschkin-Str.;Alexander-Puschkin-Straße;Dippoldiswalde;0609;;;13,675906;50,905287
de:14628:1433;Dippoldiswalde Goethestraße;Goethestraße;Dippoldiswalde;0609;;;13,666478;50,90206
de:14628:1434;Dippoldiswalde Große Mühlstr.;Große Mühlstraße;Dippoldiswalde;0609;;;13,667512;50,898395
de:14628:1435;Dippoldiswalde Markt;Markt;Dippoldiswalde;0609;;;13,667469;50,897569
de:14628:1436;Reinholdshain Gewerbegebiet;Gewerbegebiet;Reinholdshain (Kr PIR);0609;;;13,692910;50,896663
de:14628:1437;Dippoldiswalde Abzw. Berreuth;Abzw Berreuth;Dippoldiswalde;0609;;;13,653924;50,894831
de:14628:1438;Dippoldiswalde Kleine Mühlstr.;Kleine Mühlstraße;Dippoldiswalde;0609;;;13,665585;50,899744
de:14628:1450;Oberhäslich Reinberger Str;Reinberger Straße;Oberhäslich;0615;0609;;13,700743;50,909171
de:14628:1451;Oberhäslich Gasthof;Gasthof;Oberhäslich;0615;0609;;13,695372;50,90888
de:14628:1452;Oberhäslich Abzw Reinberg;Abzw Reinberg;Oberhäslich;0615;0609;;13,705552;50,928672
de:14628:1455;Reinberg;Reinberg;Reinberg (Kr PIR);0609;;;13,711472;50,913239
de:14628:1460;Reichstädt Unterer Gasthof;Unterer Gasthof;Reichstädt (Kr PIR);0600;;;13,641292;50,88406
de:14628:1461;Reichstädt Industriegebiet;Industriegebiet;Reichstädt (Kr PIR);0600;;;13,633919;50,885772
